value,rentm,bdrms,non_bdrms,condition,coopcond,elevator,agperswt,borough,sub_borough,income,race,income_tile,owned,year
9999999,847,2,1,2,1,2,18825748,3,1,1,1,3,0,2011
9999999,2000,1,0,2,1,1,34680884,3,4,0,1,1,0,2011
9999999,1255,2,1,2,1,1,66515352,3,7,0,3,1,0,2011
9999999,247,3,1,2,1,2,3002766,3,8,1,2,3,0,2011
9999999,2800,2,0,2,1,1,38159064,3,4,1,1,3,0,2011
9999999,2650,2,1,2,1,2,37657464,3,1,0,1,1,0,2011
9999999,2100,2,0,2,1,2,38195292,3,2,1,1,3,0,2011
9999999,592,1,1,3,1,2,16991848,3,3,0,3,1,0,2011
9999999,1350,1,0,2,1,2,16081877,3,2,0,1,1,0,2011
5162488,99999,4,3,2,3,1,41585008,3,5,1,1,3,1,2011
9999999,1975,4,1,2,1,2,51578064,3,2,1,1,3,0,2011
9999999,1600,1,0,2,1,1,19340500,3,3,0,1,1,0,2011
9999999,655,1,0,2,1,2,21201052,3,6,0,3,1,0,2011
9999999,2000,1,0,2,1,2,18938192,3,5,1,1,3,0,2011
9999999,1700,5,1,2,1,2,184665936,3,10,0,3,1,0,2011
9999999,1100,3,1,2,1,2,61088448,3,1,1,4,3,0,2011
9999999,1100,2,0,2,1,1,37657464,3,1,1,1,3,0,2011
9999999,650,6,1,2,1,1,31954416,3,10,0,3,1,0,2011
1000000,99999,2,1,2,3,1,15189042,3,6,1,1,3,1,2011
550000,99999,2,2,2,3,1,25204430,3,7,0,1,1,1,2011
9999999,1300,1,0,2,1,1,18825748,3,1,0,1,1,0,2011
5162488,99999,4,2,2,3,1,20209968,3,1,0,1,1,1,2011
275000,99999,3,1,2,3,2,45400072,3,7,0,3,1,1,2011
1400000,99999,3,2,2,3,2,37050020,3,5,1,1,3,1,2011
9999999,1250,2,1,2,1,1,37732392,3,2,1,4,3,0,2011
9999999,350,4,1,2,1,2,3280604,3,8,0,2,1,0,2011
9999999,1950,2,0,2,1,2,18767582,3,1,0,3,1,0,2011
9999999,4000,3,1,2,2,1,41993004,3,4,0,1,1,0,2011
9999999,137,1,0,2,1,2,625769,3,10,0,3,1,0,2011
9999999,226,3,1,2,1,1,19097644,3,2,0,3,1,0,2011
9999999,1700,1,0,2,3,2,20932862,3,5,0,4,1,0,2011
9999999,1400,3,1,2,1,2,38809048,3,10,0,3,1,0,2011
9999999,469,3,1,2,1,1,69287288,3,8,0,3,1,0,2011
9999999,750,2,1,2,1,2,38527560,3,10,1,3,3,0,2011
9999999,860,3,1,2,1,1,47072340,3,9,1,2,3,0,2011
9999999,320,2,1,2,1,2,5781545,3,10,1,3,3,0,2011
9999999,1995,2,1,8,1,2,37657464,3,1,1,1,3,0,2011
9999999,2150,2,0,2,1,2,16991848,3,3,0,3,1,0,2011
9999999,689,5,1,2,1,1,170203200,3,2,0,3,1,0,2011
9999999,1950,1,1,2,1,1,18722512,3,2,1,1,3,0,2011
500000,99999,3,1,2,2,1,99687296,3,3,1,1,3,1,2011
9999999,711,1,0,2,1,1,19079532,3,4,0,1,1,0,2011
9999999,250,3,1,2,1,2,2469852,3,10,0,3,1,0,2011
9999999,2750,2,2,2,4,1,41788040,3,6,0,1,1,0,2011
9999999,858,4,1,2,1,1,44407992,3,8,0,2,1,0,2011
9999999,3000,2,1,2,1,1,18825748,3,1,0,1,1,0,2011
9999999,2000,2,0,2,1,1,20932862,3,5,1,1,3,0,2011
9999999,349,3,1,2,1,2,3055946,3,7,0,3,1,0,2011
9999999,3000,3,2,2,1,1,68226424,3,6,1,1,3,0,2011
60000,99999,3,1,2,3,2,118654696,3,7,1,2,3,1,2011
9999999,1200,2,0,2,1,2,43508108,3,8,0,3,1,0,2011
9999999,2200,2,1,2,1,1,19340500,3,3,1,1,3,0,2011
9999999,3700,3,1,2,1,1,77945696,3,6,1,4,3,0,2011
9999999,1000,2,1,2,1,2,43715132,3,10,1,2,3,0,2011
1200000,99999,2,1,2,2,1,41076740,3,3,1,1,3,1,2011
9999999,3500,2,1,2,1,1,39858664,3,1,1,3,3,0,2011
9999999,981,2,0,2,1,2,35330760,3,1,0,1,1,0,2011
9999999,1500,4,1,2,1,2,37876380,3,5,1,1,3,0,2011
9999999,4000,2,2,2,2,1,21506044,3,4,1,1,3,0,2011
9999999,2555,3,1,2,4,2,31825254,3,4,0,2,1,0,2011
9999999,870,2,1,2,1,1,43801176,3,6,1,4,3,0,2011
400000,99999,3,1,2,3,1,18156604,3,8,0,2,1,1,2011
9999999,616,2,1,2,1,1,17239036,3,7,1,2,3,0,2011
600000,99999,2,2,2,3,1,21861640,3,4,0,1,1,1,2011
9999999,1620,3,0,2,1,1,34680884,3,7,0,4,1,0,2011
9999999,1400,2,0,2,3,2,20792504,3,5,0,1,1,0,2011
9999999,4200,4,1,2,1,1,52389120,3,4,0,1,1,0,2011
450000,99999,1,1,2,3,1,37651496,3,1,1,3,3,1,2011
9999999,1800,2,1,2,1,1,21201052,3,6,1,1,3,0,2011
9999999,980,2,1,2,1,1,19079532,3,4,0,1,1,0,2011
9999999,550,2,1,8,1,1,41865724,3,5,1,3,3,0,2011
700000,99999,3,1,2,3,1,25204430,3,7,1,2,3,1,2011
9999999,3000,3,1,2,1,1,67004944,3,5,1,1,3,0,2011
9999999,560,3,1,2,1,1,66191904,3,5,1,2,3,0,2011
1350000,99999,3,1,2,2,1,34605060,3,6,1,1,3,1,2011
9999999,312,3,1,2,1,2,5101024,3,7,0,3,1,0,2011
800000,99999,3,1,2,2,1,55384448,3,6,0,1,1,1,2011
1000000,99999,2,1,2,2,1,16552704,3,6,1,1,3,1,2011
9999999,1800,2,1,2,1,2,18825748,3,1,0,1,1,0,2011
1600000,99999,3,1,2,2,1,22620252,3,3,1,1,3,1,2011
9999999,302,4,1,2,1,1,1508985,3,7,0,3,1,0,2011
9999999,274,1,0,2,1,1,17770196,3,9,0,3,1,0,2011
9999999,2475,1,0,2,2,1,20932862,3,5,0,3,1,0,2011
9999999,900,1,0,2,1,1,37153196,3,3,1,3,3,0,2011
9999999,1550,2,0,2,1,1,16960552,3,4,1,1,3,0,2011
9999999,2200,1,0,2,1,1,18767582,3,1,1,1,3,0,2011
9999999,1675,2,1,2,1,2,42402104,3,6,1,1,3,0,2011
9999999,1950,1,0,2,1,1,35536148,3,5,1,1,3,0,2011
9999999,725,2,1,2,1,1,17770196,3,9,0,3,1,0,2011
9999999,459,3,1,2,1,1,81687312,3,5,1,4,3,0,2011
1500000,99999,5,3,2,3,2,5079570,3,7,1,2,3,1,2011
9999999,2000,2,1,2,1,1,21201052,3,6,0,1,1,0,2011
9999999,3195,2,2,2,1,1,37657464,3,1,1,1,3,0,2011
9999999,657,2,0,2,1,2,625769,3,7,1,2,3,0,2011
9999999,700,1,1,2,1,2,21201052,3,6,0,1,1,0,2011
9999999,2400,1,0,2,1,2,20753122,3,1,1,1,3,0,2011
9999999,1700,1,0,2,1,2,45085148,3,6,1,1,3,0,2011
1500000,99999,3,1,2,3,1,500619,3,7,1,2,3,1,2011
9999999,3000,2,1,2,1,1,20329842,3,4,1,1,3,0,2011
1000000,99999,1,0,3,1,2,17599688,3,8,0,2,1,1,2011
9999999,1200,3,0,2,1,2,133939496,3,2,1,4,3,0,2011
700000,99999,3,1,2,2,1,21861640,3,4,0,1,1,1,2011
9999999,1200,2,1,2,1,2,15686945,3,3,0,1,1,0,2011
9999999,2300,3,1,2,2,1,44368780,3,7,1,3,3,0,2011
9999999,492,5,1,2,1,1,4228837,3,8,1,2,3,0,2011
9999999,850,2,0,2,1,1,19344896,3,7,1,2,3,0,2011
9999999,396,2,1,2,1,1,38195292,3,2,0,3,1,0,2011
9999999,649,2,2,2,1,1,63755872,3,7,0,2,1,0,2011
9999999,1125,3,1,2,1,2,63336580,3,10,0,3,1,0,2011
9999999,2995,2,0,2,1,2,15948566,3,1,0,4,1,0,2011
9999999,850,2,0,2,1,1,40955112,3,3,0,3,1,0,2011
9999999,940,3,1,2,1,2,59020580,3,10,0,3,1,0,2011
9999999,99999,3,1,2,1,2,54504768,3,10,0,3,1,1,2011
9999999,3200,2,0,2,1,1,19340500,3,3,0,1,1,0,2011
1500000,99999,4,2,2,3,1,159335168,3,6,1,4,3,1,2011
9999999,625,4,1,2,1,1,29899648,3,2,1,2,3,0,2011
9999999,910,3,1,2,1,1,81905368,3,9,0,2,1,0,2011
9999999,1200,1,0,2,1,1,19340500,3,3,1,3,3,0,2011
9999999,675,1,1,2,1,2,18736204,3,2,0,1,1,0,2011
9999999,4600,4,1,2,1,1,65926392,3,3,1,4,3,0,2011
395000,99999,3,1,2,3,1,32163754,3,2,1,2,3,1,2011
9999999,99999,3,1,2,1,2,17557088,3,10,0,3,1,1,2011
9999999,1783,1,0,2,1,1,18825748,3,1,0,1,1,0,2011
9999999,2070,1,0,2,1,1,37732392,3,2,0,1,1,0,2011
9999999,600,3,1,2,1,2,51814992,3,8,0,3,1,0,2011
3000,99999,3,1,2,3,1,29508780,3,6,1,1,3,1,2011
9999999,3000,2,1,2,1,1,38681000,3,3,1,1,3,0,2011
9999999,3450,2,1,2,2,1,16552704,3,6,1,1,3,0,2011
9999999,2200,2,1,2,1,1,19340500,3,3,0,1,1,0,2011
9999999,4400,4,0,2,1,1,51382016,3,3,1,1,3,0,2011
9999999,1700,5,1,2,1,2,168597088,3,10,1,3,3,0,2011
9999999,950,1,0,2,1,2,17599688,3,8,0,3,1,0,2011
1200000,99999,2,1,2,3,1,15189042,3,6,1,1,3,1,2011
400000,99999,2,1,2,3,1,49043484,3,6,0,1,1,1,2011
9999999,1648,1,0,2,3,2,18938192,3,5,0,1,1,0,2011
9999999,4000,2,0,2,2,1,37153196,3,3,1,1,3,0,2011
9999999,1550,1,0,2,1,2,18866196,3,2,1,1,3,0,2011
9999999,394,3,1,2,1,2,50277796,3,5,1,2,3,0,2011
9999999,1700,1,0,3,1,2,20932862,3,5,1,4,3,0,2011
9999999,1400,1,0,2,1,2,44854112,3,6,1,1,3,0,2011
9999999,302,4,1,3,1,2,625769,3,10,1,3,3,0,2011
9999999,2200,2,0,2,1,1,33921104,3,4,0,1,1,0,2011
9999999,403,4,1,1,1,1,2715207,3,8,1,2,3,0,2011
9999999,3500,3,1,2,1,1,30453318,3,1,1,1,3,0,2011
9999999,285,2,1,2,1,1,16960552,3,4,0,1,1,0,2011
9999999,1432,2,1,2,3,1,41585008,3,5,1,1,3,0,2011
9999999,1500,3,0,2,1,2,18825748,3,1,1,1,3,0,2011
9999999,893,3,1,2,1,2,17557088,3,10,0,3,1,0,2011
9999999,1600,2,0,2,1,2,18736204,3,2,0,1,1,0,2011
9999999,3000,3,1,3,1,1,30176482,3,2,1,1,3,0,2011
9999999,6866,4,2,2,1,1,50397348,3,5,0,1,1,0,2011
9999999,302,3,1,2,1,2,3333447,3,7,1,3,3,0,2011
400000,99999,2,1,2,2,1,44021264,3,2,1,4,3,1,2011
9999999,797,3,1,2,1,2,31954416,3,10,0,3,1,0,2011
9999999,2000,4,1,2,4,2,62507220,3,10,1,3,3,0,2011
9999999,1795,1,0,2,1,2,20932862,3,5,0,3,1,0,2011
9999999,412,3,2,3,1,1,31741776,3,6,0,2,1,0,2011
9999999,2300,2,0,2,1,1,41300892,3,4,1,4,3,0,2011
9999999,4200,4,1,2,1,1,111505000,3,5,1,1,3,0,2011
9999999,697,2,1,2,1,1,17239036,3,7,0,2,1,0,2011
9999999,1500,3,0,2,1,2,17399572,3,7,0,3,1,0,2011
9999999,2995,2,0,2,1,1,18825748,3,1,0,1,1,0,2011
400000,99999,3,1,2,3,1,61077912,3,10,1,3,3,1,2011
700000,99999,2,1,2,2,1,34605060,3,6,0,1,1,1,2011
25000,99999,3,1,2,3,1,18156604,3,8,1,3,3,1,2011
9999999,400,4,0,2,1,1,102988808,3,7,1,3,3,0,2011
9999999,164,2,0,2,1,1,16309136,3,10,0,3,1,0,2011
9999999,320,4,1,2,1,1,86018368,3,8,1,2,3,0,2011
9999999,800,2,1,2,1,1,19079532,3,4,1,1,3,0,2011
9999999,1145,3,1,2,1,1,78024744,3,10,1,3,3,0,2011
9999999,3800,2,1,2,2,1,33921104,3,4,0,3,1,0,2011
1000000,99999,2,2,2,3,1,18722512,3,6,1,1,3,1,2011
9999999,700,2,1,2,1,2,18803070,3,6,0,3,1,0,2011
9999999,1850,2,2,3,1,2,42402104,3,6,0,3,1,0,2011
9999999,1586,1,0,2,1,1,19340500,3,3,0,1,1,0,2011
9999999,829,4,1,2,1,1,18866196,3,2,0,3,1,0,2011
9999999,3250,3,1,2,1,1,64388424,3,6,1,3,3,0,2011
9999999,1145,1,0,1,1,1,31954416,3,10,0,3,1,0,2011
9999999,2050,2,1,2,1,1,31897132,3,6,1,2,3,0,2011
9999999,3425,2,1,2,1,1,37153196,3,3,1,1,3,0,2011
9999999,2150,3,1,2,1,2,34374448,3,6,0,1,1,0,2011
9999999,1800,2,1,2,1,2,21201052,3,6,1,1,3,0,2011
9999999,900,2,1,2,1,2,16991848,3,3,1,3,3,0,2011
9999999,1350,2,1,3,1,2,18736204,3,2,0,1,1,0,2011
9999999,1335,1,0,2,1,1,19079532,3,4,1,1,3,0,2011
9999999,1211,2,2,2,1,2,33105408,3,6,1,1,3,0,2011
9999999,1176,3,1,2,1,2,92293128,3,9,0,4,1,0,2011
1300000,99999,5,2,2,1,2,134596432,3,8,1,2,3,1,2011
9999999,4200,3,2,2,1,1,32649044,3,7,1,1,3,0,2011
9999999,3300,3,0,2,1,1,62453616,3,2,1,1,3,0,2011
9999999,2900,2,1,2,1,2,33105408,3,6,1,1,3,0,2011
9999999,3050,2,0,2,1,1,20792504,3,5,1,1,3,0,2011
9999999,630,3,1,3,1,2,29899648,3,7,0,2,1,0,2011
9999999,800,2,1,2,1,2,42337296,3,10,0,3,1,0,2011
9999999,357,4,0,2,1,2,4272561,3,10,0,3,1,0,2011
9999999,2200,3,1,2,1,1,30199118,3,10,0,1,1,0,2011
9999999,357,5,1,3,1,2,1739395,3,10,0,3,1,0,2011
9999999,2300,1,0,2,1,2,20753122,3,1,1,1,3,0,2011
9999999,1400,1,0,2,1,1,18866196,3,2,1,4,3,0,2011
9999999,1250,4,1,3,1,2,166602032,3,2,1,4,3,0,2011
600000,99999,2,1,2,2,2,26173832,3,2,0,1,1,1,2011
5162488,99999,4,1,2,3,1,113189992,3,5,0,3,1,1,2011
9999999,573,3,1,2,1,1,68203792,3,2,1,4,3,0,2011
9999999,1133,2,1,2,1,2,42337296,3,10,0,3,1,0,2011
2000000,99999,5,2,2,2,1,41585008,3,5,1,1,3,1,2011
9999999,2100,2,0,2,1,2,37651496,3,1,1,3,3,0,2011
9999999,1580,2,1,2,1,2,23975044,3,9,1,1,3,0,2011
9999999,2000,2,0,2,1,2,42402104,3,6,0,1,1,0,2011
9999999,1875,1,0,2,1,1,21201052,3,6,1,1,3,0,2011
9999999,500,4,1,2,1,2,2502832,3,8,1,2,3,0,2011
9999999,871,3,1,2,1,1,75722448,3,8,1,2,3,0,2011
450000,99999,3,1,2,3,1,37050020,3,5,0,1,1,1,2011
9999999,348,4,1,2,1,1,36696636,3,3,0,2,1,0,2011
9999999,3950,3,1,2,1,1,60187596,3,1,0,1,1,0,2011
2000000,99999,2,0,2,3,1,99687296,3,1,0,1,1,1,2011
9999999,2300,1,0,2,1,1,16991848,3,3,0,1,1,0,2011
9999999,3050,2,1,2,1,1,57759968,3,4,0,4,1,0,2011
9999999,800,3,1,2,1,2,42327008,3,8,0,2,1,0,2011
9999999,1200,3,1,2,1,1,71806656,3,4,0,1,1,0,2011
9999999,2500,1,0,2,1,1,19079532,3,4,0,1,1,0,2011
9999999,99999,1,0,2,1,1,33921104,3,4,1,1,3,1,2011
9999999,1700,1,0,2,1,1,19344896,3,7,0,3,1,0,2011
9999999,1400,3,1,2,1,1,35114176,3,10,0,3,1,0,2011
9999999,700,1,0,2,1,1,15654726,3,1,0,2,1,0,2011
9999999,3125,2,1,2,1,1,16566963,3,3,0,4,1,0,2011
9999999,720,2,0,2,1,2,31961514,3,2,1,4,3,0,2011
200000,99999,2,0,2,3,1,17599688,3,8,0,2,1,1,2011
9999999,2367,2,0,2,1,1,19340500,3,3,1,4,3,0,2011
9999999,2200,2,1,2,1,2,18828732,3,1,0,1,1,0,2011
9999999,2350,2,1,2,2,1,36730032,3,7,0,4,1,0,2011
9999999,3000,3,1,2,1,1,40230880,3,6,1,1,3,0,2011
9999999,2950,3,3,2,1,2,42218304,3,4,0,1,1,0,2011
9999999,1880,2,1,2,1,1,33133924,3,3,0,3,1,0,2011
9999999,245,3,1,3,1,2,1252262,3,10,0,3,1,0,2011
1400000,99999,4,1,2,3,1,100740624,3,2,1,2,3,1,2011
9999999,250,3,1,2,1,1,2392200,3,7,0,3,1,0,2011
9999999,6866,3,4,2,1,1,67527232,3,5,0,1,1,0,2011
1900000,99999,5,2,2,3,1,15189042,3,6,0,1,1,1,2011
9999999,3700,3,1,2,1,1,45238952,3,1,1,1,3,0,2011
9999999,400,3,1,2,1,2,8545121,3,10,0,3,1,0,2011
9999999,1500,1,1,3,1,2,22542574,3,6,0,4,1,0,2011
9999999,2000,1,1,2,1,2,18825748,3,1,1,1,3,0,2011
9999999,1125,1,0,2,1,1,17599688,3,8,0,4,1,0,2011
9999999,758,2,1,2,1,1,47950088,3,9,0,4,1,0,2011
9999999,834,2,0,3,1,1,85567512,3,10,0,3,1,0,2011
9999999,286,3,1,3,1,1,1318143,3,8,0,2,1,0,2011
1500000,99999,3,1,8,3,1,28056678,3,1,0,1,1,1,2011
9999999,1500,1,0,2,1,2,19079532,3,4,0,1,1,0,2011
9999999,3400,4,2,2,1,2,38482888,3,7,1,4,3,0,2011
9999999,875,2,0,2,1,1,19344896,3,7,1,3,3,0,2011
9999999,704,2,0,2,1,2,15980757,3,2,0,3,1,0,2011
9999999,245,4,1,2,1,2,17770196,3,9,0,3,1,0,2011
240000,99999,3,1,2,2,1,32187880,3,10,1,1,3,1,2011
9999999,1200,5,1,2,1,1,2447032,3,8,1,2,3,0,2011
9999999,1083,3,1,2,1,2,110712592,3,7,0,3,1,0,2011
2000000,99999,4,2,2,3,1,34605060,3,6,0,1,1,1,2011
9999999,1425,1,0,2,1,2,18938192,3,5,1,4,3,0,2011
725000,99999,2,1,2,3,1,34605060,3,6,1,1,3,1,2011
9999999,603,2,0,2,1,1,94422144,3,2,0,3,1,0,2011
9999999,2700,2,1,2,1,1,33921104,3,4,0,1,1,0,2011
9999999,2200,1,0,2,1,1,18825748,3,1,1,1,3,0,2011
9999999,3800,3,1,2,1,1,41506244,3,1,0,1,1,0,2011
9999999,1005,3,1,2,4,2,270746720,3,10,0,3,1,0,2011
9999999,3900,3,0,2,3,1,45238952,3,1,0,1,1,0,2011
550000,99999,1,0,2,3,1,37050020,3,5,0,4,1,1,2011
440000,99999,3,2,2,3,1,37434588,3,5,1,1,3,1,2011
9999999,2500,3,1,2,1,1,35286404,3,3,1,1,3,0,2011
1000000,99999,1,1,2,3,1,21201052,3,6,1,1,3,1,2011
9999999,2200,1,0,2,3,1,20209968,3,1,1,4,3,0,2011
9999999,2400,2,1,3,1,1,40230880,3,6,1,3,3,0,2011
9999999,6866,4,1,2,1,1,81414832,3,2,0,1,1,0,2011
235000,99999,1,0,2,2,1,54140344,3,6,1,3,3,1,2011
9999999,659,3,1,2,1,2,23975044,3,8,1,3,3,0,2011
1600000,99999,3,2,2,3,1,75131696,3,1,0,1,1,1,2011
9999999,303,4,1,2,1,2,1974539,3,7,1,3,3,0,2011
9999999,2400,2,0,2,1,2,18767582,3,1,1,1,3,0,2011
9999999,409,2,1,2,1,1,18156604,3,8,0,2,1,0,2011
9999999,725,2,0,2,1,1,18866196,3,2,1,4,3,0,2011
9999999,3500,2,0,2,2,1,33921104,3,4,0,1,1,0,2011
1600000,99999,4,3,2,2,1,104436008,3,6,1,1,3,1,2011
9999999,626,2,1,2,1,2,18938192,3,5,1,1,3,0,2011
9999999,2200,2,2,3,1,1,37445024,3,6,1,1,3,0,2011
9999999,1421,2,0,3,1,2,18736204,3,2,0,1,1,0,2011
9999999,6866,3,3,2,1,1,50893500,3,5,0,1,1,0,2011
625000,99999,3,2,2,2,1,20025740,3,5,1,1,3,1,2011
600000,99999,2,1,2,2,1,15189042,3,6,1,1,3,1,2011
9999999,1300,2,1,2,4,1,20753122,3,10,0,3,1,0,2011
9999999,2600,3,1,2,1,2,30176482,3,2,0,1,1,0,2011
9999999,224,2,1,2,1,1,17770196,3,9,0,3,1,0,2011
1500000,99999,1,0,2,3,1,22620252,3,3,1,1,3,1,2011
450000,99999,2,1,2,3,1,20209968,3,1,0,1,1,1,2011
9999999,751,4,1,2,1,1,108308304,3,9,0,3,1,0,2011
9999999,880,2,1,2,1,2,108117864,3,10,1,3,3,0,2011
9999999,3500,2,1,2,1,1,18767582,3,1,1,4,3,0,2011
175000,99999,2,1,2,3,1,22620252,3,3,0,1,1,1,2011
9999999,775,5,1,2,1,1,45494088,3,2,1,3,3,0,2011
9999999,1112,2,1,2,1,1,23975044,3,8,0,2,1,0,2011
250000,99999,3,1,2,3,1,34871672,3,4,1,1,3,1,2011
9999999,1000,2,1,2,2,1,18938192,3,5,0,1,1,0,2011
9999999,2500,2,1,2,1,2,625769,3,5,1,2,3,0,2011
9999999,247,2,2,3,1,2,939376,3,2,1,1,3,0,2011
9999999,2450,2,1,2,1,1,30453318,3,1,1,1,3,0,2011
900000,99999,3,1,2,2,1,74082344,3,4,0,1,1,1,2011
9999999,3700,3,2,2,1,1,41418908,3,4,1,4,3,0,2011
9999999,550,3,1,2,1,1,36792504,3,5,1,1,3,0,2011
9999999,2725,2,1,2,1,1,20932862,3,5,0,2,1,0,2011
9999999,2800,2,1,2,1,1,38941736,3,4,1,1,3,0,2011
9999999,401,3,1,2,1,1,3615581,3,7,1,3,3,0,2011
9999999,480,4,1,2,1,2,2360225,3,10,1,3,3,0,2011
9999999,2750,2,0,2,1,1,36223096,3,3,1,1,3,0,2011
9999999,1500,4,0,1,1,2,90735480,3,2,1,4,3,0,2011
9999999,480,3,1,2,1,1,99645056,3,8,1,3,3,0,2011
9999999,1599,2,1,2,1,2,15654726,3,6,0,2,1,0,2011
1000000,99999,4,0,2,3,1,98257600,3,3,1,1,3,1,2011
9999999,660,2,1,2,2,1,38195292,3,2,1,4,3,0,2011
9999999,1850,2,0,2,1,1,39496160,3,4,0,1,1,0,2011
450000,99999,2,1,2,3,1,21861640,3,4,0,4,1,1,2011
9999999,1200,1,0,2,1,1,20932862,3,5,0,1,1,0,2011
9999999,2000,2,2,2,3,2,18825748,3,1,0,1,1,0,2011
9999999,1995,3,1,2,1,2,30119976,3,2,0,1,1,0,2011
525000,99999,3,2,2,3,1,51369744,3,9,1,1,3,1,2011
9999999,2000,2,1,2,1,2,20025740,3,5,0,1,1,0,2011
9999999,1830,3,2,2,1,2,49931484,3,10,0,1,1,0,2011
9999999,800,3,1,2,1,1,96536328,3,10,1,3,3,0,2011
200000,99999,3,1,2,2,1,78109968,3,8,1,1,3,1,2011
9999999,1640,2,1,2,1,1,19340500,3,3,0,3,1,0,2011
9999999,1850,3,1,2,1,2,31059956,3,6,1,1,3,0,2011
9999999,2100,2,1,2,1,2,35221412,3,4,1,3,3,0,2011
9999999,3389,3,1,2,1,2,32950414,3,4,1,1,3,0,2011
9999999,568,2,1,2,1,1,35536148,3,5,0,1,1,0,2011
9999999,700,2,1,2,1,1,42067792,3,2,1,4,3,0,2011
200000,99999,3,1,2,3,2,36730032,3,7,0,3,1,1,2011
9999999,1385,3,1,2,1,1,18736204,3,2,0,1,1,0,2011
380000,99999,1,1,2,3,1,16566963,3,3,1,3,3,1,2011
9999999,1400,4,2,2,1,1,80471576,3,6,1,2,3,0,2011
9999999,2100,3,1,2,1,1,35114176,3,10,0,1,1,0,2011
9999999,682,2,1,3,1,2,35799728,3,2,1,2,3,0,2011
9999999,2200,1,0,2,1,1,18767582,3,1,1,1,3,0,2011
9999999,1600,1,0,2,1,2,18717296,3,2,0,1,1,0,2011
9999999,2700,2,1,2,1,1,18938192,3,5,0,1,1,0,2011
9999999,1200,2,1,2,1,2,17599688,3,8,0,2,1,0,2011
9999999,790,2,2,2,1,2,37657464,3,1,0,1,1,0,2011
9999999,1350,1,0,2,1,2,18828732,3,1,0,1,1,0,2011
9999999,900,2,1,2,1,2,80635480,3,10,0,3,1,0,2011
9999999,1875,1,0,2,1,1,18866196,3,2,0,1,1,0,2011
9999999,1950,1,1,2,1,1,15686945,3,5,0,2,1,0,2011
9999999,1300,2,1,2,1,1,17239036,3,10,0,2,1,0,2011
9999999,940,4,1,2,1,1,66515352,3,7,0,3,1,0,2011
9999999,400,3,1,2,1,1,38735952,3,8,1,1,3,0,2011
1750000,99999,2,1,2,3,1,49055020,3,1,1,1,3,1,2011
9999999,1133,2,0,2,1,1,17599688,3,8,0,2,1,0,2011
9999999,1950,3,1,2,1,1,20932862,3,5,0,2,1,0,2011
9999999,557,3,0,2,1,2,1110904,3,8,0,2,1,0,2011
9999999,663,4,2,3,1,1,2728483,3,8,1,2,3,0,2011
1600000,99999,4,2,2,2,1,37050020,3,5,0,1,1,1,2011
9999999,248,3,1,2,1,2,2580486,3,8,0,2,1,0,2011
9999999,2000,2,1,2,4,1,41585008,3,5,1,1,3,0,2011
5162488,99999,3,3,2,3,1,50935460,3,1,1,1,3,1,2011
9999999,2800,3,0,2,1,2,39101000,3,1,0,1,1,0,2011
525000,99999,2,1,2,2,1,21861640,3,4,0,3,1,1,2011
9999999,599,2,1,2,1,1,16309136,3,10,0,3,1,0,2011
200000,99999,2,1,2,3,1,34871672,3,4,0,1,1,1,2011
9999999,900,3,1,2,1,1,50984536,3,8,0,2,1,0,2011
9999999,433,2,1,2,1,1,57813604,3,9,1,3,3,0,2011
9999999,2600,2,1,2,1,1,41585008,3,5,1,1,3,0,2011
9999999,450,5,2,2,1,1,2172730,3,7,1,3,3,0,2011
9999999,350,3,1,2,1,2,2136223,3,10,0,3,1,0,2011
9999999,144,4,1,2,1,1,128738616,3,2,0,3,1,0,2011
9999999,1900,1,0,2,1,1,18938192,3,5,1,3,3,0,2011
9999999,3250,1,0,2,1,2,18722512,3,1,0,1,1,0,2011
9999999,360,3,0,2,1,1,1546961,3,7,0,3,1,0,2011
450000,99999,2,1,2,3,1,26173832,3,2,0,1,1,1,2011
900000,99999,2,1,2,3,1,15189042,3,6,1,1,3,1,2011
9999999,896,4,1,2,1,1,201656720,3,10,0,3,1,0,2011
9999999,1300,2,1,3,1,1,18736204,3,2,0,1,1,0,2011
9999999,750,3,1,2,1,1,18141284,3,9,0,2,1,0,2011
9999999,247,3,1,2,1,2,500619,3,7,1,2,3,0,2011
600000,99999,2,1,2,3,1,15189042,3,6,0,1,1,1,2011
9999999,3600,4,1,2,2,1,48522992,3,4,1,1,3,0,2011
9999999,1300,1,0,2,1,2,17599688,3,8,0,2,1,0,2011
2000000,99999,2,1,2,3,1,21861640,3,4,1,1,3,1,2011
9999999,305,3,1,3,4,2,1546961,3,7,0,3,1,0,2011
9999999,1150,4,1,2,1,1,2613793,3,8,1,2,3,0,2011
9999999,800,3,1,2,1,1,38527560,3,10,1,3,3,0,2011
9999999,1000,2,1,3,1,1,37472408,3,2,1,1,3,0,2011
600000,99999,4,1,2,2,1,37050020,3,5,0,1,1,1,2011
9999999,400,3,1,2,1,1,18141284,3,9,1,2,3,0,2011
900000,99999,2,1,2,3,1,18156604,3,9,0,1,1,1,2011
9999999,3650,3,0,2,1,1,31825254,3,4,0,1,1,0,2011
1000000,99999,3,2,2,3,1,68839672,3,4,0,1,1,1,2011
9999999,638,2,0,2,1,2,18736204,3,2,0,1,1,0,2011
