value,rentm,bdrms,non_bdrms,condition,coopcond,elevator,agperswt,borough,sub_borough,income,race,income_tile,owned,year
6387127,99999,5,2,2,3,1,156162400,3,6,1,1,3,1,2017
6387127,99999,5,3,2,3,1,49286364,3,6,1,1,3,1,2017
9999999,7688,3,3,2,1,1,146777488,3,6,1,1,3,0,2017
9999999,2700,2,1,2,1,1,27631894,3,6,0,1,1,0,2017
550000,99999,2,1,2,3,1,87590464,3,6,1,1,3,1,2017
9999999,3200,2,1,2,2,1,40701756,3,6,1,1,3,0,2017
1000000,99999,2,2,2,2,1,20149348,3,6,0,1,1,1,2017
1500000,99999,3,1,2,3,1,45582040,3,6,1,1,3,1,2017
1500000,99999,2,1,2,3,1,45582040,3,6,1,1,3,1,2017
1500000,99999,5,3,2,3,1,56412228,3,6,1,2,3,1,2017
9999999,1900,1,0,2,1,2,31353556,3,6,0,1,1,0,2017
9999999,2075,2,0,2,1,2,27631894,3,6,0,1,1,0,2017
9999999,1850,2,0,2,1,2,23176744,3,6,0,1,1,0,2017
9999999,99999,1,0,2,1,2,26411128,3,6,1,1,3,1,2017
1000000,99999,3,1,2,3,1,40298696,3,6,1,1,3,1,2017
1250000,99999,3,2,2,3,1,20149348,3,6,0,1,1,1,2017
600000,99999,2,1,2,3,1,20149348,3,6,1,1,3,1,2017
1400000,99999,3,2,2,3,1,66177128,3,6,1,1,3,1,2017
1500000,99999,3,1,2,3,1,20149348,3,6,1,1,3,1,2017
1000000,99999,2,1,2,3,1,20149348,3,6,1,1,3,1,2017
9999999,2950,2,1,2,2,1,23004468,3,6,1,4,3,0,2017
9999999,2900,2,0,2,2,1,91815304,3,6,1,4,3,0,2017
800000,99999,2,0,2,2,1,20149348,3,6,1,4,3,1,2017
9999999,99999,5,1,2,3,1,17306250,3,6,1,1,3,1,2017
1200000,99999,3,1,2,2,1,46695368,3,6,0,4,1,1,2017
400000,99999,1,0,2,3,1,21392942,3,6,1,1,3,1,2017
1700000,99999,4,2,2,3,1,20795470,3,6,1,1,3,1,2017
1000000,99999,2,1,2,2,1,50176920,3,6,1,1,3,1,2017
2000000,99999,4,2,8,3,1,161956640,3,6,1,1,3,1,2017
925000,99999,1,0,2,3,1,26817106,3,6,1,3,3,1,2017
1400000,99999,3,2,2,3,1,45582040,3,6,1,1,3,1,2017
2000000,99999,3,2,2,3,1,22791020,3,6,1,1,3,1,2017
9999999,1200,2,3,2,1,2,26795806,3,6,0,1,1,0,2017
9999999,1300,5,1,2,1,1,116099296,3,6,1,1,3,0,2017
9999999,1800,3,3,2,1,2,50836436,3,6,0,1,1,0,2017
520000,99999,3,0,2,3,1,20149348,3,6,0,1,1,1,2017
520000,99999,1,1,2,3,1,20149348,3,6,0,1,1,1,2017
9999999,2150,1,0,2,3,1,20350876,3,6,0,1,1,0,2017
625000,99999,2,2,2,3,1,22776660,3,6,0,4,1,1,2017
9999999,1293,2,1,2,3,1,48067524,3,6,0,1,1,0,2017
1700000,99999,3,5,2,3,1,51459152,3,6,0,1,1,1,2017
615000,99999,3,2,2,3,1,20149348,3,6,1,1,3,1,2017
9999999,3150,2,1,2,3,1,20350876,3,6,0,1,1,0,2017
1000000,99999,3,2,2,3,1,20149348,3,6,0,1,1,1,2017
1250000,99999,3,1,2,3,1,47591524,3,6,0,4,1,1,2017
850000,99999,2,1,2,3,1,20149348,3,6,0,1,1,1,2017
850000,99999,2,1,2,3,1,26086164,3,6,1,3,3,1,2017
2000000,99999,2,1,2,3,1,33088564,3,6,1,3,3,1,2017
2000000,99999,2,1,2,3,1,22791020,3,6,1,3,3,1,2017
2220000,99999,2,1,2,3,1,20149348,3,6,0,1,1,1,2017
9999999,1800,1,0,2,2,2,27631894,3,6,0,1,1,0,2017
9999999,1820,2,0,2,1,2,48067524,3,6,0,1,1,0,2017
355000,99999,1,0,2,3,2,29046784,3,6,0,1,1,1,2017
600000,99999,2,1,2,3,1,45582040,3,6,1,1,3,1,2017
450000,99999,2,0,2,3,1,47098904,3,6,0,1,1,1,2017
370000,99999,2,0,2,3,1,24182410,3,6,0,1,1,1,2017
9999999,2850,3,1,2,3,2,50402712,3,6,1,1,3,0,2017
9999999,2250,2,0,2,3,2,27631894,3,6,0,1,1,0,2017
420000,99999,2,0,2,3,2,42785884,3,6,0,1,1,1,2017
1400000,99999,2,2,2,2,1,20149348,3,6,1,3,3,1,2017
6387127,99999,2,2,2,3,1,45582040,3,6,1,2,3,1,2017
1500000,99999,1,0,2,2,1,45582040,3,6,0,1,1,1,2017
1100000,99999,2,2,2,2,1,45582040,3,6,1,1,3,1,2017
9999999,2700,1,1,2,1,2,31353556,3,6,0,3,1,0,2017
9999999,4650,7,1,2,1,1,253669904,3,6,1,3,3,0,2017
850000,99999,3,2,2,3,1,45582040,3,6,0,1,1,1,2017
1200000,99999,3,1,2,3,1,101907808,3,6,0,1,1,1,2017
1200000,99999,3,1,2,3,1,105936656,3,6,1,4,3,1,2017
2000000,99999,3,3,2,3,1,47043704,3,6,1,1,3,1,2017
1800000,99999,3,1,2,3,1,89990208,3,6,1,3,3,1,2017
9999999,1795,1,1,2,2,1,27631894,3,6,0,4,1,0,2017
9999999,1725,1,0,2,1,1,31353556,3,6,1,4,3,0,2017
9999999,1850,2,2,2,1,1,26321010,3,6,1,1,3,0,2017
9999999,1228,2,1,2,3,1,56990808,3,6,0,1,1,0,2017
1500000,99999,3,1,2,3,1,45582040,3,6,1,1,3,1,2017
550000,99999,2,1,2,3,1,20149348,3,6,0,1,1,1,2017
9999999,1950,2,1,2,1,1,27631894,3,6,0,1,1,0,2017
9999999,2000,3,2,2,1,1,26795806,3,6,1,1,3,0,2017
9999999,1600,1,0,2,1,1,27631894,3,6,1,1,3,0,2017
9999999,2550,2,0,2,1,1,88466528,3,6,0,1,1,0,2017
9999999,2850,2,1,2,1,1,27631894,3,6,1,1,3,0,2017
9999999,3000,2,1,2,3,1,20350876,3,6,1,1,3,0,2017
1300000,99999,3,1,2,3,1,33088564,3,6,1,1,3,1,2017
1200000,99999,3,2,2,3,1,22791020,3,6,1,1,3,1,2017
750000,99999,2,1,2,3,1,20149348,3,6,1,1,3,1,2017
1010000,99999,2,2,2,3,1,20149348,3,6,0,1,1,1,2017
9999999,714,1,0,2,1,2,26545586,3,6,0,3,1,0,2017
9999999,2300,2,0,2,1,2,27631894,3,6,0,4,1,0,2017
9999999,2300,2,1,2,1,2,24033762,3,6,1,4,3,0,2017
9999999,1250,2,1,2,1,2,27631894,3,6,1,1,3,0,2017
120000,99999,2,1,2,3,1,21507510,3,6,0,1,1,1,2017
9999999,2900,2,2,2,1,1,29866112,3,6,1,1,3,0,2017
9999999,3500,4,2,2,3,1,84416560,3,6,1,1,3,0,2017
9999999,4250,2,1,2,1,1,55263788,3,6,1,1,3,0,2017
3300000,99999,4,2,2,2,2,161956640,3,6,1,1,3,1,2017
1500000,99999,4,1,2,2,2,28379368,3,6,1,4,3,1,2017
9999999,4650,4,1,2,2,2,74618456,3,6,0,1,1,0,2017
9999999,1900,1,0,2,1,2,31353556,3,6,0,4,1,0,2017
9999999,1500,1,0,2,1,2,31353556,3,6,0,4,1,0,2017
9999999,664,1,0,2,1,2,22445406,3,6,1,3,3,0,2017
9999999,2290,2,1,2,1,2,81024576,3,6,0,1,1,0,2017
9999999,2750,3,1,2,1,1,45787152,3,6,0,1,1,0,2017
9999999,1700,3,1,2,1,2,67985264,3,6,1,1,3,0,2017
9999999,2900,3,1,2,1,2,22893576,3,6,1,1,3,0,2017
1000000,99999,3,0,2,2,1,162199072,3,6,0,3,1,1,2017
9999999,645,2,1,2,1,2,41158072,3,6,1,1,3,0,2017
9999999,2195,2,1,8,1,2,55263788,3,6,1,2,3,0,2017
9999999,1800,2,1,2,1,2,27669448,3,6,1,1,3,0,2017
9999999,1100,1,0,2,1,2,27631894,3,6,0,1,1,0,2017
9999999,1900,3,1,2,1,2,29866112,3,6,0,4,1,0,2017
1000000,99999,2,1,2,3,1,45582040,3,6,1,4,3,1,2017
9999999,4200,2,1,2,2,1,23018972,3,6,1,4,3,0,2017
1200000,99999,3,1,2,2,1,88721984,3,6,1,1,3,1,2017
9999999,3650,2,1,2,1,1,55263788,3,6,1,1,3,0,2017
1200000,99999,2,0,8,3,1,20149348,3,6,1,1,3,1,2017
975000,99999,3,1,2,3,1,66177128,3,6,0,1,1,1,2017
1425000,99999,3,1,2,3,1,45582040,3,6,0,4,1,1,2017
3500000,99999,5,3,2,2,1,71555160,3,6,1,1,3,1,2017
3750000,99999,4,1,2,2,1,42451944,3,6,1,1,3,1,2017
2100000,99999,3,1,2,2,1,156924576,3,6,0,1,1,1,2017
6387127,99999,6,2,2,2,1,146483312,3,6,1,1,3,1,2017
6387127,99999,3,2,2,3,1,45582040,3,6,1,1,3,1,2017
3000000,99999,3,4,2,3,1,47014064,3,6,1,1,3,1,2017
9999999,3459,2,1,2,1,1,24033762,3,6,1,1,3,0,2017
9999999,3000,2,1,2,1,1,27631894,3,6,0,1,1,0,2017
9999999,2200,2,1,2,4,2,65522992,3,6,1,1,3,0,2017
9999999,1350,2,2,2,1,2,88691056,3,6,0,4,1,0,2017
9999999,2000,1,0,2,1,2,65952216,3,6,0,4,1,0,2017
9999999,1800,1,0,2,1,2,31353556,3,6,0,1,1,0,2017
9999999,2250,2,1,2,1,2,24033762,3,6,1,1,3,0,2017
450000,99999,2,0,2,3,1,24197656,3,6,1,1,3,1,2017
425000,99999,2,1,2,3,1,57738080,3,6,1,3,3,1,2017
9999999,2000,2,0,2,1,1,27669448,3,6,1,1,3,0,2017
9999999,1400,2,1,2,1,1,20350876,3,6,1,1,3,0,2017
9999999,2600,2,1,2,2,1,27631894,3,6,1,4,3,0,2017
425000,99999,4,2,2,3,1,112474944,3,6,1,1,3,1,2017
1000000,99999,2,2,2,3,1,45582040,3,6,1,1,3,1,2017
1400000,99999,3,0,2,3,1,40298696,3,6,1,1,3,1,2017
1500000,99999,3,1,2,3,1,45582040,3,6,1,1,3,1,2017
700000,99999,2,1,2,3,1,20149348,3,6,0,1,1,1,2017
700000,99999,2,1,2,3,1,45582040,3,6,1,1,3,1,2017
9999999,4100,2,2,2,1,1,27303404,3,6,1,1,3,0,2017
9999999,3700,3,1,2,1,1,108574216,3,6,0,1,1,0,2017
9999999,3500,2,1,2,1,1,42876540,3,6,1,1,3,0,2017
9999999,600,3,1,2,1,2,57378808,3,6,1,1,3,0,2017
9999999,2850,3,1,2,1,2,52713560,3,6,0,1,1,0,2017
9999999,720,3,1,2,1,2,27911884,3,6,1,3,3,0,2017
799000,99999,2,1,2,3,1,45582040,3,6,0,1,1,1,2017
9999999,4200,2,0,2,4,1,27462808,3,6,1,1,3,0,2017
9999999,3800,2,1,2,1,1,48067524,3,6,1,1,3,0,2017
9999999,3600,2,1,2,1,1,48067524,3,6,0,1,1,0,2017
9999999,2825,2,0,2,1,2,55263788,3,6,0,1,1,0,2017
1400000,99999,3,1,2,3,1,45582040,3,6,1,2,3,1,2017
900000,99999,3,0,8,3,1,20149348,3,6,1,1,3,1,2017
900000,99999,4,1,8,3,1,22791020,3,6,1,1,3,1,2017
6387127,99999,4,4,2,2,2,24627656,3,6,0,1,1,1,2017
6387127,99999,3,2,2,2,1,22791020,3,6,1,1,3,1,2017
9999999,3200,2,1,2,2,1,55338896,3,6,0,3,1,0,2017
9999999,99999,6,2,2,1,2,48750008,3,6,0,1,1,1,2017
9999999,2750,3,1,2,1,2,45787152,3,6,0,3,1,0,2017
9999999,1600,1,0,2,1,2,31353556,3,6,0,4,1,0,2017
1000000,99999,3,1,2,2,1,149181504,3,6,1,1,3,1,2017
9999999,5000,4,1,2,2,1,102013856,3,6,1,1,3,0,2017
9999999,5600,3,2,2,1,1,27795920,3,6,1,1,3,0,2017
9999999,7688,2,1,2,1,1,42876540,3,6,1,1,3,0,2017
9999999,7688,3,2,2,1,1,26795806,3,6,1,1,3,0,2017
9999999,7688,2,1,2,1,1,27085326,3,6,1,1,3,0,2017
9999999,3150,1,0,2,1,1,31353556,3,6,1,1,3,0,2017
9999999,7688,3,1,2,1,1,26321010,3,6,1,1,3,0,2017
2500000,99999,2,0,2,3,1,89434864,3,6,1,4,3,1,2017
2300000,99999,5,1,2,3,1,41590940,3,6,0,1,1,1,2017
865000,99999,2,1,2,3,1,20149348,3,6,1,1,3,1,2017
625000,99999,2,1,2,3,1,20149348,3,6,1,1,3,1,2017
9999999,2325,2,0,2,1,2,55263788,3,6,0,1,1,0,2017
9999999,2700,1,0,2,4,2,64647660,3,6,1,4,3,0,2017
9999999,2325,1,0,2,1,2,28663216,3,6,0,1,1,0,2017
700000,99999,2,1,8,2,1,20149348,3,6,1,1,3,1,2017
500000,99999,2,1,2,2,1,20149348,3,6,0,1,1,1,2017
9999999,2300,1,0,2,2,1,27631894,3,6,0,1,1,0,2017
9999999,5000,1,0,2,2,1,27631894,3,6,1,1,3,0,2017
9999999,2300,2,1,2,2,1,54170652,3,6,1,3,3,0,2017
9999999,5800,3,1,2,2,1,96549056,3,6,0,1,1,0,2017
1500000,99999,3,3,2,3,1,163017568,3,6,1,4,3,1,2017
1500000,99999,3,3,2,3,1,115127920,3,6,1,1,3,1,2017
1100000,99999,3,1,2,3,1,151310384,3,6,1,1,3,1,2017
9999999,2900,2,1,2,1,1,20350876,3,6,1,1,3,0,2017
3200000,99999,3,1,2,2,1,45553320,3,6,1,1,3,1,2017
1600000,99999,2,1,8,2,1,76786528,3,6,1,1,3,1,2017
9999999,7688,5,2,8,2,1,121359280,3,6,0,1,1,0,2017
1250000,99999,2,0,2,2,1,27358262,3,6,0,1,1,1,2017
9999999,5000,2,1,2,2,1,24033762,3,6,1,1,3,0,2017
1000000,99999,2,1,2,3,1,20149348,3,6,1,1,3,1,2017
1500000,99999,2,1,2,2,1,40298696,3,6,1,1,3,1,2017
1100000,99999,3,1,2,3,1,151310384,3,6,1,1,3,1,2017
9999999,2800,1,0,2,2,1,27631894,3,6,0,1,1,0,2017
9999999,2450,1,0,2,1,1,27631894,3,6,0,1,1,0,2017
9999999,2700,1,0,2,1,1,27631894,3,6,1,1,3,0,2017
850000,99999,2,1,2,3,1,40298696,3,6,0,1,1,1,2017
813000,99999,3,1,2,3,1,156924576,3,6,0,1,1,1,2017
9999999,3800,3,1,2,3,1,169748784,3,6,0,4,1,0,2017
9999999,2100,1,0,2,1,1,27631894,3,6,0,3,1,0,2017
9999999,2375,2,1,2,1,1,48067524,3,6,1,1,3,0,2017
9999999,2095,1,0,2,1,1,31353556,3,6,0,1,1,0,2017
9999999,4200,3,1,2,1,1,90452152,3,6,0,3,1,0,2017
9999999,3400,2,1,2,1,1,55263788,3,6,0,1,1,0,2017
9999999,2500,3,2,2,1,1,26795806,3,6,0,1,1,0,2017
9999999,4800,2,1,2,1,1,54925620,3,6,1,1,3,0,2017
9999999,7688,4,0,2,1,1,120363096,3,6,1,1,3,0,2017
9999999,2000,2,1,2,1,1,24033762,3,6,1,1,3,0,2017
9999999,2018,3,2,2,1,2,26795806,3,6,0,1,1,0,2017
9999999,989,2,2,2,1,2,28475132,3,6,0,1,1,0,2017
9999999,1900,3,1,2,1,2,26321010,3,6,1,2,3,0,2017
9999999,2000,1,0,3,1,2,23176744,3,6,0,1,1,0,2017
2000000,99999,3,2,2,3,1,20149348,3,6,0,1,1,1,2017
2000000,99999,4,2,2,3,1,47043704,3,6,0,1,1,1,2017
9999999,1900,2,0,2,1,2,27631894,3,6,0,1,1,0,2017
9999999,3995,2,1,2,1,2,24033762,3,6,1,1,3,0,2017
9999999,1750,2,0,2,1,2,31353556,3,6,0,3,1,0,2017
9999999,600,2,1,2,1,2,20579036,3,6,1,1,3,0,2017
9999999,1800,1,0,2,1,2,55263788,3,6,1,1,3,0,2017
9999999,1900,2,1,2,1,2,48067524,3,6,1,1,3,0,2017
9999999,940,1,2,2,1,2,27349004,3,6,1,1,3,0,2017
9999999,2150,2,1,2,1,2,55263788,3,6,0,1,1,0,2017
9999999,2100,2,1,2,1,2,89558800,3,6,0,4,1,0,2017
310000,99999,1,0,2,3,1,24182410,3,6,0,4,1,1,2017
310000,99999,2,1,2,3,1,57379448,3,6,1,1,3,1,2017
325000,99999,1,1,2,3,1,24197656,3,6,1,1,3,1,2017
9999999,7688,3,1,2,1,1,77683368,3,6,1,4,3,0,2017
9999999,1975,2,1,2,1,1,24033762,3,6,1,4,3,0,2017
9999999,4225,2,1,2,1,1,24033762,3,6,1,1,3,0,2017
9999999,4200,2,0,2,1,1,27631894,3,6,1,1,3,0,2017
1300000,99999,1,0,2,2,1,22791020,3,6,1,1,3,1,2017
9999999,2200,3,0,2,2,1,46008936,3,6,0,1,1,0,2017
2000000,99999,3,3,2,2,1,47043704,3,6,1,1,3,1,2017
1200000,99999,3,1,8,3,1,80222200,3,6,1,1,3,1,2017
630000,99999,3,1,2,3,1,20149348,3,6,0,1,1,1,2017
36000,99999,2,1,2,3,1,19172408,3,6,1,1,3,1,2017
600000,99999,2,0,2,3,1,54716524,3,6,1,4,3,1,2017
9999999,1550,2,1,2,1,1,48067524,3,6,1,1,3,0,2017
9999999,1383,2,1,2,1,1,19641144,3,6,0,1,1,0,2017
9999999,2438,2,2,2,1,1,45787152,3,6,1,1,3,0,2017
9999999,3500,3,1,2,1,1,86391888,3,6,1,4,3,0,2017
9999999,3200,2,1,2,1,1,48067524,3,6,1,1,3,0,2017
9999999,1850,1,0,2,1,2,27631894,3,6,0,1,1,0,2017
9999999,1600,2,0,2,1,2,24033762,3,6,1,1,3,0,2017
9999999,1700,2,1,2,1,1,24033762,3,6,1,1,3,0,2017
1450000,99999,3,0,2,2,1,45582040,3,6,1,1,3,1,2017
9999999,3500,3,0,2,2,1,28663216,3,6,1,1,3,0,2017
475000,99999,2,1,2,3,2,42785884,3,6,1,1,3,1,2017
350000,99999,2,0,2,3,2,42785884,3,6,1,1,3,1,2017
9999999,1825,2,0,2,3,2,20350876,3,6,1,1,3,0,2017
400000,99999,2,0,2,3,2,24197656,3,6,0,1,1,1,2017
9999999,4000,2,3,2,1,1,46613092,3,6,1,1,3,0,2017
9999999,5850,4,1,2,1,1,26795806,3,6,1,1,3,0,2017
850000,99999,2,1,2,2,1,23795760,3,6,0,1,1,1,2017
2000000,99999,4,3,2,2,1,155464896,3,6,1,1,3,1,2017
9999999,1500,1,0,2,4,1,31353556,3,6,0,4,1,0,2017
9999999,2100,2,1,2,1,2,46008936,3,6,1,1,3,0,2017
9999999,1015,2,1,2,1,2,27631894,3,6,0,1,1,0,2017
9999999,1000,2,1,2,4,2,27669448,3,6,0,1,1,0,2017
9999999,2300,2,0,8,1,1,27669448,3,6,1,1,3,0,2017
9999999,600,2,0,2,1,2,39833196,3,6,1,1,3,0,2017
9999999,4000,1,0,2,1,1,31353556,3,6,1,1,3,0,2017
9999999,2300,2,0,2,1,2,48067524,3,6,0,3,1,0,2017
9999999,1825,1,0,2,1,2,27631894,3,6,1,1,3,0,2017
9999999,1950,1,0,2,1,2,55263788,3,6,0,1,1,0,2017
9999999,2045,1,0,2,1,1,27631894,3,6,0,1,1,0,2017
9999999,2000,1,0,2,1,1,31353556,3,6,1,1,3,0,2017
9999999,2095,1,0,2,4,1,27631894,3,6,0,1,1,0,2017
9999999,1960,2,0,2,1,1,27631894,3,6,0,1,1,0,2017
9999999,900,2,1,2,1,2,27349004,3,6,1,1,3,0,2017
9999999,1400,1,1,2,1,2,27631894,3,6,1,1,3,0,2017
9999999,1727,2,0,2,1,2,48067524,3,6,1,1,3,0,2017
9999999,3000,2,1,2,1,1,55263788,3,6,0,4,1,0,2017
9999999,3100,2,1,2,1,1,55263788,3,6,0,1,1,0,2017
9999999,3600,2,1,2,1,1,27631894,3,6,0,3,1,0,2017
9999999,3550,2,0,2,1,1,24033762,3,6,0,1,1,0,2017
9999999,2800,2,1,2,1,1,27631894,3,6,0,1,1,0,2017
9999999,4700,2,2,2,1,1,52642020,3,6,0,1,1,0,2017
9999999,3250,2,1,2,1,1,55263788,3,6,1,1,3,0,2017
9999999,2700,3,2,2,1,1,44616792,3,6,1,1,3,0,2017
9999999,2150,2,1,2,1,1,39282292,3,6,1,2,3,0,2017
9999999,2800,3,1,2,1,1,104484456,3,6,0,4,1,0,2017
9999999,200,3,1,8,1,1,96427224,3,6,1,3,3,0,2017
9999999,2450,3,0,2,1,2,52912956,3,6,0,1,1,0,2017
9999999,1750,1,0,2,1,2,22584006,3,6,0,1,1,0,2017
9999999,1695,1,0,2,1,2,27631894,3,6,0,1,1,0,2017
9999999,2425,3,0,2,1,2,59631308,3,6,0,1,1,0,2017
9999999,2500,3,1,2,1,1,52642020,3,6,1,1,3,0,2017
9999999,4700,3,0,2,1,1,102625872,3,6,0,4,1,0,2017
9999999,2125,3,2,2,1,1,46613092,3,6,1,1,3,0,2017
9999999,1600,2,1,2,1,1,27631894,3,6,1,1,3,0,2017
9999999,3450,2,1,2,1,1,30418500,3,6,1,4,3,0,2017
9999999,7688,3,1,2,1,1,26321010,3,6,1,1,3,0,2017
9999999,2225,1,0,2,1,1,23176744,3,6,1,1,3,0,2017
9999999,2900,3,1,2,1,1,73296288,3,6,1,1,3,0,2017
9999999,1995,1,0,2,1,1,31353556,3,6,1,1,3,0,2017
9999999,2100,2,1,2,1,1,27631894,3,6,1,1,3,0,2017
9999999,2268,1,0,2,1,1,27631894,3,6,1,1,3,0,2017
9999999,4100,2,1,2,1,1,27462808,3,6,1,1,3,0,2017
9999999,3150,2,0,2,1,1,27631894,3,6,1,1,3,0,2017
9999999,3150,2,1,2,1,1,27085326,3,6,0,1,1,0,2017
9999999,4150,2,1,2,1,1,48067524,3,6,1,1,3,0,2017
9999999,3074,4,1,2,1,1,46613092,3,6,1,1,3,0,2017
9999999,1475,2,1,2,1,1,24033762,3,6,1,1,3,0,2017
9999999,2558,3,2,2,1,1,23306546,3,6,0,1,1,0,2017
9999999,99999,3,1,2,1,1,91840496,3,6,1,3,3,1,2017
9999999,1825,1,0,2,1,1,27669448,3,6,1,1,3,0,2017
9999999,1416,2,0,2,1,1,27631894,3,6,1,1,3,0,2017
9999999,1750,1,0,2,1,1,27631894,3,6,0,4,1,0,2017
9999999,1875,2,1,8,1,2,27631894,3,6,1,1,3,0,2017
9999999,1900,2,0,2,1,2,27631894,3,6,1,1,3,0,2017
9999999,1700,1,0,2,1,2,31353556,3,6,1,1,3,0,2017
9999999,1600,1,0,8,1,2,27631894,3,6,1,1,3,0,2017
9999999,3575,3,1,2,1,1,54606808,3,6,1,1,3,0,2017
9999999,7688,4,1,2,1,1,102013856,3,6,0,1,1,0,2017
9999999,2233,3,1,2,1,1,45787152,3,6,1,1,3,0,2017
9999999,3200,2,1,2,1,1,48067524,3,6,1,1,3,0,2017
9999999,3025,2,1,2,1,1,56990808,3,6,0,1,1,0,2017
9999999,2400,2,1,2,1,1,62707112,3,6,1,1,3,0,2017
9999999,2495,2,1,2,1,1,55263788,3,6,1,1,3,0,2017
9999999,4300,3,1,2,1,1,96548568,3,6,1,4,3,0,2017
9999999,4000,4,0,2,1,1,97361048,3,6,1,4,3,0,2017
9999999,980,3,0,2,1,1,56739528,3,6,0,1,1,0,2017
9999999,2450,3,1,2,1,1,52642020,3,6,0,1,1,0,2017
9999999,1705,1,0,2,1,2,27631894,3,6,1,1,3,0,2017
9999999,1800,1,0,2,1,2,55263788,3,6,1,1,3,0,2017
9999999,2300,2,0,2,1,2,24033762,3,6,0,1,1,0,2017
9999999,2350,2,0,2,1,2,55263788,3,6,0,1,1,0,2017
9999999,2500,3,0,2,1,2,60834636,3,6,1,1,3,0,2017
9999999,1900,2,0,2,1,2,27631894,3,6,0,1,1,0,2017
9999999,2700,3,0,2,1,1,60834636,3,6,0,1,1,0,2017
9999999,239,2,1,2,1,1,71013816,3,6,1,4,3,0,2017
9999999,240,3,1,2,1,1,87224768,3,6,1,3,3,0,2017
9999999,478,3,1,2,1,1,43621944,3,6,0,2,1,0,2017
9999999,4040,4,1,2,1,2,94595592,3,6,0,1,1,0,2017
9999999,2050,1,0,2,1,2,55263788,3,6,1,1,3,0,2017
9999999,501,4,1,2,1,1,108764472,3,6,1,2,3,0,2017
9999999,959,3,1,8,1,1,32310366,3,6,0,1,1,0,2017
9999999,550,3,0,2,1,1,25043700,3,6,0,2,1,0,2017
9999999,1875,1,0,2,1,2,55263788,3,6,1,3,3,0,2017
9999999,1700,1,0,2,1,2,27631894,3,6,0,1,1,0,2017
9999999,4720,3,1,2,1,1,92047448,3,6,1,1,3,0,2017
9999999,2625,2,1,2,1,1,55263788,3,6,1,1,3,0,2017
9999999,1900,2,1,2,1,1,27631894,3,6,1,1,3,0,2017
9999999,2700,2,1,2,1,1,27669448,3,6,0,1,1,0,2017
9999999,1800,3,1,2,1,1,25800372,3,6,1,3,3,0,2017
9999999,1780,4,0,2,1,1,98353272,3,6,1,2,3,0,2017
9999999,1780,3,0,2,1,1,50998932,3,6,1,2,3,0,2017
9999999,2295,2,1,2,1,2,27631894,3,6,0,1,1,0,2017
9999999,2495,3,0,2,4,2,60917312,3,6,1,1,3,0,2017
9999999,2200,2,2,2,1,2,26356780,3,6,0,3,1,0,2017
9999999,2200,2,0,2,2,2,103474768,3,6,1,3,3,0,2017
9999999,1212,3,1,2,1,2,54606808,3,6,1,4,3,0,2017
9999999,2190,3,1,2,1,1,50402712,3,6,0,1,1,0,2017
9999999,7688,3,1,2,1,1,52642020,3,6,0,1,1,0,2017
9999999,4500,3,3,2,1,1,70782280,3,6,0,1,1,0,2017
9999999,4000,3,1,2,1,1,102556776,3,6,0,2,1,0,2017
9999999,3100,2,1,2,1,1,27631894,3,6,0,1,1,0,2017
9999999,2910,2,0,8,1,1,28663216,3,6,0,1,1,0,2017
9999999,2885,2,0,2,1,1,27631894,3,6,0,1,1,0,2017
9999999,2975,2,0,2,1,1,27631894,3,6,0,1,1,0,2017
9999999,2300,1,0,2,1,1,62707112,3,6,1,1,3,0,2017
9999999,3000,2,1,2,1,1,48067524,3,6,1,1,3,0,2017
9999999,2900,2,1,2,1,1,27631894,3,6,1,1,3,0,2017
9999999,2200,1,0,2,1,1,31353556,3,6,0,3,1,0,2017
9999999,3100,2,1,2,1,1,55263788,3,6,1,1,3,0,2017
9999999,3090,2,1,8,1,1,48067524,3,6,0,1,1,0,2017
9999999,1280,3,1,2,1,1,120222856,3,6,1,1,3,0,2017
9999999,3075,2,1,2,1,1,54170652,3,6,0,1,1,0,2017
9999999,2500,1,1,2,1,1,27631894,3,6,0,1,1,0,2017
9999999,3450,3,1,2,1,1,45787152,3,6,1,1,3,0,2017
750000,99999,3,0,2,3,1,54471148,3,7,0,1,1,1,2017
500000,99999,3,1,2,3,1,54471148,3,7,0,4,1,1,2017
530000,99999,3,1,2,3,1,81779224,3,7,0,4,1,1,2017
200000,99999,2,0,2,3,1,23763396,3,7,0,1,1,1,2017
350000,99999,2,1,2,3,1,24242882,3,7,0,1,1,1,2017
9999999,1000,3,1,2,1,1,24283248,3,7,0,1,1,0,2017
1000000,99999,3,2,8,3,1,27235572,3,7,0,1,1,1,2017
2200000,99999,3,1,2,3,1,54471148,3,7,1,1,3,1,2017
9999999,1200,3,2,2,1,1,21126528,3,7,0,3,1,0,2017
9999999,620,3,2,2,1,1,74051192,3,7,1,2,3,0,2017
9999999,3095,4,0,2,1,1,49209268,3,7,0,2,1,0,2017
9999999,649,4,1,2,1,1,115784664,3,7,1,2,3,0,2017
850000,99999,4,1,2,3,1,113093272,3,7,0,1,1,1,2017
625000,99999,2,1,2,3,1,22833616,3,7,1,2,3,1,2017
990000,99999,4,3,2,3,1,162315008,3,7,0,1,1,1,2017
500000,99999,3,1,2,3,1,22833616,3,7,1,2,3,1,2017
9999999,2475,4,1,2,1,1,22454036,3,7,0,1,1,0,2017
