OBJECTID,Join_Count,OBJECTID_1,Address,Date,Unit,Price,Prox_Q,Q_0_150,Q_150_300,Q_300_450,Q_450_600,Q_600_750,A_0_150,A_150_300,A_300_450,East,West,mean_proximity,Kernel_RBC,Year_2004,Year_2005,Year_2006,Year_2007,Year_2008,Year_2009,Year_2010,Year_2011,Year_2012,Year_2013,Year_2014,Year_2015,Year_2016,Year_2017,Year_2018,Year_2019,Year_2020
5039,2676,5039,167 EAST 82ND STREET,"12/16/2010
",#4B,1975000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5040,2676,5040,167 EAST 82ND STREET,"03/14/2011
",#9B,2075000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5041,2676,5041,167 EAST 82ND STREET,"11/05/2010
",#8B,2100000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5042,2676,5042,167 EAST 82ND STREET,"10/04/2010
",#10A,2100000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5043,2676,5043,167 EAST 82ND STREET,"06/28/2011
",#3B,2110000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5044,2676,5044,167 EAST 82ND STREET,"04/13/2011
",#10B,2450000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5045,2676,5045,167 EAST 82ND STREET,"10/16/2015
",#4B,3170000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5046,2676,5046,167 EAST 82ND STREET,"09/26/2016
",#5A,3175000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5047,2676,5047,167 EAST 82ND STREET,"07/31/2018
",#10B,3300000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5048,2676,5048,167 EAST 82ND STREET,"10/31/2017
",#8B,3325000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5049,2676,5049,167 EAST 82ND STREET,"12/09/2010
",#8A,2160000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5050,2676,5050,167 EAST 82ND STREET,"07/13/2012
",#3B,2660000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5051,2676,5051,167 EAST 82ND STREET,"09/04/2013
",#9B,2895000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5052,2676,5052,167 EAST 82ND STREET,"07/30/2019
",#4A,3100000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5053,2676,5053,167 EAST 82ND STREET,"04/28/2017
",#9B,3199000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5054,2676,5054,167 EAST 82ND STREET,"06/02/2016
",#9B,3199500,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5055,2676,5055,167 EAST 82ND STREET,"06/10/2015
",#9B,3675000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5056,1694,5056,111 EAST 88TH STREET,"11/18/2004
",#3D,525000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5057,1694,5057,111 EAST 88TH STREET,"10/07/2014
",#3D,730000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5058,1694,5058,111 EAST 88TH STREET,"08/02/2019
",#3D,743000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5059,1694,5059,111 EAST 88TH STREET,"05/12/2009
",#7E,550000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5060,1694,5060,111 EAST 88TH STREET,"03/22/2016
",#8D,720000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5061,1694,5061,111 EAST 88TH STREET,"01/30/2015
",#7E,800000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5062,1694,5062,111 EAST 88TH STREET,"12/28/2018
",#3D,750000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5063,1694,5063,111 EAST 88TH STREET,"10/08/2014
",#3D,760000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5064,1694,5064,111 EAST 88TH STREET,"12/11/2001
",#9F (Condo),605000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5065,1694,5065,111 EAST 88TH STREET,"01/06/2004
",#9F (Condo),630000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5066,1694,5066,111 EAST 88TH STREET,"12/15/2006
",#9F,770000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5067,1694,5067,111 EAST 88TH STREET,"07/09/2014
",#9F,890000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5068,1694,5068,111 EAST 88TH STREET,"12/24/2003
",#2C (Condo),475000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5069,1694,5069,111 EAST 88TH STREET,"05/13/2010
",#2C,615000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5070,1694,5070,111 EAST 88TH STREET,"12/29/2014
",#2C,700000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5071,1694,5071,111 EAST 88TH STREET,"06/03/2005
",#10C,703000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5072,1694,5072,111 EAST 88TH STREET,"05/17/2015
",#6C,799000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5073,1694,5073,111 EAST 88TH STREET,"12/04/2013
",#10C,799000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5074,1694,5074,111 EAST 88TH STREET,"04/27/2010
",#9F,799000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5075,1694,5075,111 EAST 88TH STREET,"05/30/2014
",#10C,840000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5076,1694,5076,111 EAST 88TH STREET,"07/01/2015
",#8EF,1650000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5077,1694,5077,111 EAST 88TH STREET,"09/17/2007
",#5EF,1875000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5078,1694,5078,111 EAST 88TH STREET,"03/17/2009
",#8EF,1395000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5079,1694,5079,111 EAST 88TH STREET,"07/05/2018
",#8EF,1795000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5080,691,5080,130 EAST 75TH STREET,"10/08/2015
",#9A,3700000,1,0,0,0,1,0,0,1,0,0,1,525,549689.25,52,47,64,47,72,41,62,29,46,81,90,57,109,85,84,39,9
5081,985,5081,1040 LEXINGTON AVENUE,"10/08/2015
",#9A,3700000,1,0,0,1,0,0,0,1,0,0,1,375,623328.1875,80,80,80,67,93,72,94,45,57,99,122,84,144,127,137,66,10
5082,1694,5082,111 EAST 88TH STREET,"04/11/2006
",#3A,2260000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5083,1694,5083,111 EAST 88TH STREET,"01/11/2018
",#3A,2550000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5084,1694,5084,111 EAST 88TH STREET,"01/11/2017
",#3A,2650000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5085,1694,5085,111 EAST 88TH STREET,"06/10/2002
",#4A (Condo),1225000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5086,1694,5086,111 EAST 88TH STREET,"04/18/2016
",#4A,2750000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5087,1694,5087,111 EAST 88TH STREET,"09/20/2017
",#7B,2950000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5088,1694,5088,111 EAST 88TH STREET,"06/12/2002
",#7B (Condo),1465000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5089,1694,5089,111 EAST 88TH STREET,"06/14/2012
",#5B,2088000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5090,1694,5090,111 EAST 88TH STREET,"08/19/2011
",#5B,2125000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5091,1694,5091,111 EAST 88TH STREET,"04/25/2005
",#5B,2350000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5092,1694,5092,111 EAST 88TH STREET,"06/18/2009
",#5B,2495000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5093,1694,5093,111 EAST 88TH STREET,"08/12/2008
",#5B,2850000,1,0,0,0,1,0,0,1,0,0,1,525,733042.125,55,73,115,133,164,62,99,41,81,143,142,195,215,278,287,199,14
5094,691,5094,130 EAST 75TH STREET,"06/20/2011
",#7A,3400000,1,0,0,0,1,0,0,1,0,0,1,525,549689.25,52,47,64,47,72,41,62,29,46,81,90,57,109,85,84,39,9
5095,985,5095,1040 LEXINGTON AVENUE,"06/20/2011
",#7A,3400000,1,0,0,1,0,0,0,1,0,0,1,375,623328.1875,80,80,80,67,93,72,94,45,57,99,122,84,144,127,137,66,10
5096,691,5096,130 EAST 75TH STREET,"12/08/2015
",#6A,4995000,1,0,0,0,1,0,0,1,0,0,1,525,549689.25,52,47,64,47,72,41,62,29,46,81,90,57,109,85,84,39,9
5097,985,5097,1040 LEXINGTON AVENUE,"12/08/2015
",#6A,4995000,1,0,0,1,0,0,0,1,0,0,1,375,623328.1875,80,80,80,67,93,72,94,45,57,99,122,84,144,127,137,66,10
5098,691,5098,130 EAST 75TH STREET,"01/22/2015
",#8B,3650000,1,0,0,0,1,0,0,1,0,0,1,525,549689.25,52,47,64,47,72,41,62,29,46,81,90,57,109,85,84,39,9
5099,985,5099,1040 LEXINGTON AVENUE,"01/22/2015
",#8B,3650000,1,0,0,1,0,0,0,1,0,0,1,375,623328.1875,80,80,80,67,93,72,94,45,57,99,122,84,144,127,137,66,10
5100,691,5100,130 EAST 75TH STREET,"09/04/2008
",#7E,2866000,1,0,0,0,1,0,0,1,0,0,1,525,549689.25,52,47,64,47,72,41,62,29,46,81,90,57,109,85,84,39,9
5101,985,5101,1040 LEXINGTON AVENUE,"09/04/2008
",#7E,2866000,1,0,0,1,0,0,0,1,0,0,1,375,623328.1875,80,80,80,67,93,72,94,45,57,99,122,84,144,127,137,66,10
5102,691,5102,130 EAST 75TH STREET,"05/05/2011
",#10A,4200000,1,0,0,0,1,0,0,1,0,0,1,525,549689.25,52,47,64,47,72,41,62,29,46,81,90,57,109,85,84,39,9
5103,985,5103,1040 LEXINGTON AVENUE,"05/05/2011
",#10A,4200000,1,0,0,1,0,0,0,1,0,0,1,375,623328.1875,80,80,80,67,93,72,94,45,57,99,122,84,144,127,137,66,10
5104,1451,5104,205 EAST 69TH STREET,"06/17/2010
",#2E,285000,1,0,1,0,0,0,0,1,0,0,1,225,405853.375,75,109,103,131,117,154,113,66,149,133,151,222,262,132,100,94,29
5105,1451,5105,205 EAST 69TH STREET,"08/27/2008
",#2E,399000,1,0,1,0,0,0,0,1,0,0,1,225,405853.375,75,109,103,131,117,154,113,66,149,133,151,222,262,132,100,94,29
5106,1451,5106,205 EAST 69TH STREET,"07/02/2015
",#7DE,280000,1,0,1,0,0,0,0,1,0,0,1,225,405853.375,75,109,103,131,117,154,113,66,149,133,151,222,262,132,100,94,29
5107,1451,5107,205 EAST 69TH STREET,"11/04/2009
",#2B,510000,1,0,1,0,0,0,0,1,0,0,1,225,405853.375,75,109,103,131,117,154,113,66,149,133,151,222,262,132,100,94,29
5108,1451,5108,205 EAST 69TH STREET,"05/01/2009
",#2B,635000,1,0,1,0,0,0,0,1,0,0,1,225,405853.375,75,109,103,131,117,154,113,66,149,133,151,222,262,132,100,94,29
5109,1451,5109,205 EAST 69TH STREET,"07/26/2019
",#6FG,1725000,1,0,1,0,0,0,0,1,0,0,1,225,405853.375,75,109,103,131,117,154,113,66,149,133,151,222,262,132,100,94,29
5110,1451,5110,205 EAST 69TH STREET,"05/29/2019
",#4A,10,1,0,1,0,0,0,0,1,0,0,1,225,405853.375,75,109,103,131,117,154,113,66,149,133,151,222,262,132,100,94,29
5111,1451,5111,205 EAST 69TH STREET,"07/08/2010
",#4A,1750000,1,0,1,0,0,0,0,1,0,0,1,225,405853.375,75,109,103,131,117,154,113,66,149,133,151,222,262,132,100,94,29
5112,1451,5112,205 EAST 69TH STREET,"11/13/2007
",#3A,2100000,1,0,1,0,0,0,0,1,0,0,1,225,405853.375,75,109,103,131,117,154,113,66,149,133,151,222,262,132,100,94,29
5113,1451,5113,205 EAST 69TH STREET,"08/27/2008
",#2C,1675000,1,0,1,0,0,0,0,1,0,0,1,225,405853.375,75,109,103,131,117,154,113,66,149,133,151,222,262,132,100,94,29
5114,1451,5114,205 EAST 69TH STREET,"12/02/2009
",#10A,2463000,1,0,1,0,0,0,0,1,0,0,1,225,405853.375,75,109,103,131,117,154,113,66,149,133,151,222,262,132,100,94,29
5115,1451,5115,205 EAST 69TH STREET,"12/21/2018
",#3A,2100000,1,0,1,0,0,0,0,1,0,0,1,225,405853.375,75,109,103,131,117,154,113,66,149,133,151,222,262,132,100,94,29
5116,1451,5116,205 EAST 69TH STREET,"03/24/2009
",#10A,3250000,1,0,1,0,0,0,0,1,0,0,1,225,405853.375,75,109,103,131,117,154,113,66,149,133,151,222,262,132,100,94,29
5117,1451,5117,205 EAST 69TH STREET,"06/19/2014
",#3A,2095000,1,0,1,0,0,0,0,1,0,0,1,225,405853.375,75,109,103,131,117,154,113,66,149,133,151,222,262,132,100,94,29
5118,2639,5118,151 EAST 83RD STREET,"07/17/2013
",#10B,575000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,171,244,254,281,297,222,204,191,155,249,188,252,329,383,311,309,68
5119,2320,5119,151 EAST 83RD   STREET,"07/17/2013
",#10B,575000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,144,200,257,325,279,222,195,174,125,225,183,216,281,315,262,291,53
5120,2639,5120,151 EAST 83RD STREET,"12/13/2016
",#PHC,1149000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,171,244,254,281,297,222,204,191,155,249,188,252,329,383,311,309,68
5121,2320,5121,151 EAST 83RD   STREET,"12/13/2016
",#PHC,1149000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,144,200,257,325,279,222,195,174,125,225,183,216,281,315,262,291,53
5122,2639,5122,151 EAST 83RD STREET,"07/25/2016
",#1G,625000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,171,244,254,281,297,222,204,191,155,249,188,252,329,383,311,309,68
5123,2320,5123,151 EAST 83RD   STREET,"07/25/2016
",#1G,625000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,144,200,257,325,279,222,195,174,125,225,183,216,281,315,262,291,53
5124,2639,5124,151 EAST 83RD STREET,"08/21/2015
",#PHB,1300000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,171,244,254,281,297,222,204,191,155,249,188,252,329,383,311,309,68
5125,2320,5125,151 EAST 83RD   STREET,"08/21/2015
",#PHB,1300000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,144,200,257,325,279,222,195,174,125,225,183,216,281,315,262,291,53
5126,2639,5126,151 EAST 83RD STREET,"03/04/2014
",#2G,585000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,171,244,254,281,297,222,204,191,155,249,188,252,329,383,311,309,68
5127,2320,5127,151 EAST 83RD   STREET,"03/04/2014
",#2G,585000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,144,200,257,325,279,222,195,174,125,225,183,216,281,315,262,291,53
5128,2639,5128,151 EAST 83RD STREET,"07/30/2014
",#7F,625000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,171,244,254,281,297,222,204,191,155,249,188,252,329,383,311,309,68
5129,2320,5129,151 EAST 83RD   STREET,"07/30/2014
",#7F,625000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,144,200,257,325,279,222,195,174,125,225,183,216,281,315,262,291,53
5130,2639,5130,151 EAST 83RD STREET,"08/17/2015
",#2G,687000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,171,244,254,281,297,222,204,191,155,249,188,252,329,383,311,309,68
5131,2320,5131,151 EAST 83RD   STREET,"08/17/2015
",#2G,687000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,144,200,257,325,279,222,195,174,125,225,183,216,281,315,262,291,53
5132,2639,5132,151 EAST 83RD STREET,"10/10/2013
",#4G,580000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,171,244,254,281,297,222,204,191,155,249,188,252,329,383,311,309,68
5133,2320,5133,151 EAST 83RD   STREET,"10/10/2013
",#4G,580000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,144,200,257,325,279,222,195,174,125,225,183,216,281,315,262,291,53
5134,2639,5134,151 EAST 83RD STREET,"05/22/2013
",#9F,625000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,171,244,254,281,297,222,204,191,155,249,188,252,329,383,311,309,68
5135,2320,5135,151 EAST 83RD   STREET,"05/22/2013
",#9F,625000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,144,200,257,325,279,222,195,174,125,225,183,216,281,315,262,291,53
5136,2639,5136,151 EAST 83RD STREET,"08/01/2011
",#9F,715000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,171,244,254,281,297,222,204,191,155,249,188,252,329,383,311,309,68
5137,2320,5137,151 EAST 83RD   STREET,"08/01/2011
",#9F,715000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,144,200,257,325,279,222,195,174,125,225,183,216,281,315,262,291,53
5138,2639,5138,151 EAST 83RD STREET,"08/14/2013
",#7C,1175000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,171,244,254,281,297,222,204,191,155,249,188,252,329,383,311,309,68
5139,2320,5139,151 EAST 83RD   STREET,"08/14/2013
",#7C,1175000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,144,200,257,325,279,222,195,174,125,225,183,216,281,315,262,291,53
5140,2639,5140,151 EAST 83RD STREET,"10/12/2011
",#5C,955000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,171,244,254,281,297,222,204,191,155,249,188,252,329,383,311,309,68
5141,2320,5141,151 EAST 83RD   STREET,"10/12/2011
",#5C,955000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,144,200,257,325,279,222,195,174,125,225,183,216,281,315,262,291,53
5142,2639,5142,151 EAST 83RD STREET,"04/11/2011
",#8C,960000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,171,244,254,281,297,222,204,191,155,249,188,252,329,383,311,309,68
5143,2639,5143,151 EAST 83RD STREET,"04/29/2019
",#1D,1150000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,171,244,254,281,297,222,204,191,155,249,188,252,329,383,311,309,68
5144,2320,5144,151 EAST 83RD   STREET,"04/29/2019
",#1D,1150000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,144,200,257,325,279,222,195,174,125,225,183,216,281,315,262,291,53
5145,2639,5145,151 EAST 83RD STREET,"11/01/2017
",#1D,1250000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,171,244,254,281,297,222,204,191,155,249,188,252,329,383,311,309,68
5146,2320,5146,151 EAST 83RD   STREET,"11/01/2017
",#1D,1250000,1,0,0,1,0,0,0,1,0,0,1,375,1245283.875,144,200,257,325,279,222,195,174,125,225,183,216,281,315,262,291,53
5147,1750,5147,210 EAST 73RD ST,"09/16/2015
",#5H,350000,1,0,1,0,0,0,0,0,1,0,1,225,754005,253,264,228,252,208,185,141,98,201,111,146,157,251,236,238,150,21
5148,1750,5148,210 EAST 73RD ST,"02/16/2018
",#1H,359000,1,0,1,0,0,0,0,0,1,0,1,225,754005,253,264,228,252,208,185,141,98,201,111,146,157,251,236,238,150,21
5149,1750,5149,210 EAST 73RD ST,"08/16/2019
",#5H,367500,1,0,1,0,0,0,0,0,1,0,1,225,754005,253,264,228,252,208,185,141,98,201,111,146,157,251,236,238,150,21
5150,1750,5150,210 EAST 73RD ST,"08/18/2016
",#1G,590000,1,0,1,0,0,0,0,0,1,0,1,225,754005,253,264,228,252,208,185,141,98,201,111,146,157,251,236,238,150,21
5151,1750,5151,210 EAST 73RD ST,"08/24/2016
",#6G,775000,1,0,1,0,0,0,0,0,1,0,1,225,754005,253,264,228,252,208,185,141,98,201,111,146,157,251,236,238,150,21
5152,1750,5152,210 EAST 73RD ST,"08/12/2014
",#2A,1340000,1,0,1,0,0,0,0,0,1,0,1,225,754005,253,264,228,252,208,185,141,98,201,111,146,157,251,236,238,150,21
5153,1750,5153,210 EAST 73RD ST,"07/21/2014
",#5A,1375000,1,0,1,0,0,0,0,0,1,0,1,225,754005,253,264,228,252,208,185,141,98,201,111,146,157,251,236,238,150,21
5154,1750,5154,210 EAST 73RD ST,"02/13/2018
",#10C,1400000,1,0,1,0,0,0,0,0,1,0,1,225,754005,253,264,228,252,208,185,141,98,201,111,146,157,251,236,238,150,21
5155,1750,5155,210 EAST 73RD ST,"08/30/2016
",#9A,1600000,1,0,1,0,0,0,0,0,1,0,1,225,754005,253,264,228,252,208,185,141,98,201,111,146,157,251,236,238,150,21
5156,1750,5156,210 EAST 73RD ST,"05/24/2019
",#4A,1675000,1,0,1,0,0,0,0,0,1,0,1,225,754005,253,264,228,252,208,185,141,98,201,111,146,157,251,236,238,150,21
5157,1750,5157,210 EAST 73RD ST,"05/18/2016
",#4A,1850000,1,0,1,0,0,0,0,0,1,0,1,225,754005,253,264,228,252,208,185,141,98,201,111,146,157,251,236,238,150,21
5158,1750,5158,210 EAST 73RD ST,"01/08/2014
",Unknown,2710000,1,0,1,0,0,0,0,0,1,0,1,225,754005,253,264,228,252,208,185,141,98,201,111,146,157,251,236,238,150,21
5159,1750,5159,210 EAST 73RD ST,"05/16/2019
",#7C,1450000,1,0,1,0,0,0,0,0,1,0,1,225,754005,253,264,228,252,208,185,141,98,201,111,146,157,251,236,238,150,21
5160,1750,5160,210 EAST 73RD ST,"07/01/2016
",#PHA,4495000,1,0,1,0,0,0,0,0,1,0,1,225,754005,253,264,228,252,208,185,141,98,201,111,146,157,251,236,238,150,21
5161,1750,5161,210 EAST 73RD ST,"02/09/2018
",#6DEF,2150000,1,0,1,0,0,0,0,0,1,0,1,225,754005,253,264,228,252,208,185,141,98,201,111,146,157,251,236,238,150,21
5162,1750,5162,210 EAST 73RD ST,"02/22/2018
",#6E,2250000,1,0,1,0,0,0,0,0,1,0,1,225,754005,253,264,228,252,208,185,141,98,201,111,146,157,251,236,238,150,21
5163,1750,5163,210 EAST 73RD ST,"01/09/2014
",#PHB,2975000,1,0,1,0,0,0,0,0,1,0,1,225,754005,253,264,228,252,208,185,141,98,201,111,146,157,251,236,238,150,21
5164,1750,5164,210 EAST 73RD ST,"05/07/2019
",#PHB,3000000,1,0,1,0,0,0,0,0,1,0,1,225,754005,253,264,228,252,208,185,141,98,201,111,146,157,251,236,238,150,21
5165,751,5165,950 MADISON AVENUE,"06/16/2006
",#6E,1895000,1,0,0,0,0,1,0,0,1,0,1,675,333838.4375,35,65,76,76,56,42,40,41,53,86,172,121,63,51,58,59,7
5166,751,5166,950 MADISON AVENUE,"04/02/2012
",#6E,2646900,1,0,0,0,0,1,0,0,1,0,1,675,333838.4375,35,65,76,76,56,42,40,41,53,86,172,121,63,51,58,59,7
5167,751,5167,950 MADISON AVENUE,"03/15/2012
",#12D,3672000,1,0,0,0,0,1,0,0,1,0,1,675,333838.4375,35,65,76,76,56,42,40,41,53,86,172,121,63,51,58,59,7
5168,751,5168,950 MADISON AVENUE,"08/11/2016
",#7B,2995000,1,0,0,0,0,1,0,0,1,0,1,675,333838.4375,35,65,76,76,56,42,40,41,53,86,172,121,63,51,58,59,7
5169,751,5169,950 MADISON AVENUE,"08/05/2016
",#7B,2995000,1,0,0,0,0,1,0,0,1,0,1,675,333838.4375,35,65,76,76,56,42,40,41,53,86,172,121,63,51,58,59,7
5170,751,5170,950 MADISON AVENUE,"08/23/2007
",#12A,7500000,1,0,0,0,0,1,0,0,1,0,1,675,333838.4375,35,65,76,76,56,42,40,41,53,86,172,121,63,51,58,59,7
5171,751,5171,950 MADISON AVENUE,"02/13/2012
",#11C,3450000,1,0,0,0,0,1,0,0,1,0,1,675,333838.4375,35,65,76,76,56,42,40,41,53,86,172,121,63,51,58,59,7
5172,751,5172,950 MADISON AVENUE,"02/05/2015
",#11C,6200000,1,0,0,0,0,1,0,0,1,0,1,675,333838.4375,35,65,76,76,56,42,40,41,53,86,172,121,63,51,58,59,7
5173,751,5173,950 MADISON AVENUE,"02/01/2006
",#10D,5250000,1,0,0,0,0,1,0,0,1,0,1,675,333838.4375,35,65,76,76,56,42,40,41,53,86,172,121,63,51,58,59,7
